country,city,publishedAtDate,stars,text,language,store,service,product,return,brand,price,online,general
France,Miramas,2/12/2021,4,"Malgré affluence du black friday le personnel gère bien et conseille personnellement chaque client
Plutôt plus pro que voisins immediats ou l'ambiance relève du cirque.",fr,,Positive,,,,,,Positive
France,Miramas,29-11-2021,5,Personnel très sympa pour les achats de Noël très beau paquet cadeau,fr,,Positive,,,,,,Positive
France,Miramas,16-11-2021,5,"Conseils de qualité, accueil sympathique, une bonne adresse.",fr,,Positive,,,,,,
France,Miramas,20-10-2021,1,"Accueil déplorable : pas de bonjour ni d'au revoir, aucun employé ne daigne proposer ses conseils ; ils préfèrent apparement essayer les vêtements de la boutique plutôt que de faire leur travail.
Ce genre de comportements honteux est inadmissible pour une telle enseigne.",fr,,Negative,,,Negative,,,
France,Miramas,18-09-2021,5,"Bonjour,
Merci à Sacha pour sa disponibilité et ses conseils.
Bonne continuation à toute l'équipe.",fr,,Positive,,,,,,
France,Miramas,28-07-2021,1,"Personnel ignorant la clientèle, n a daigné ôter leur yeux de leur téléphone en rigolant, ni même proposera aucun renseignement, déplorable pour une telle marque",fr,,Negative,,,Negative,,,
France,Miramas,28-07-2021,1,"Je ne remettrais plus un pied dans cette boutique personnel très désagréable
Je suis rentré dans la boutique les deux vendeuse non pas prit la peine de répondre à mon bonjour  elle était très occuper en caisse à regardez des vidéos sur leurs téléphone j’ai quand même fait un tour mais vu qu’apparemment je déranger j’ai préféré tourner l’es talon et revenir sur mes pas dommage quand on voit l’accueille qu’on a eu à Armani juste à coter vraiment dommage pour une boutique Boss",fr,Negative,Negative,,,Negative,,,
France,Miramas,13-06-2021,1,"J’ai acheter un article qui était défectueux, je l’ai vu seulement en arrivent chez moi, j’ai ramené l’article mais je n’ai rien trouver dans leur boutique il n’ont pas voulu faire de remboursement seulement un avoir sachant que l’erreur vient d’eux il aurait dû procéder au remboursement !
Le pire c’est qu’il ont remis l’article en rayon en sachant qu’il était décolorer.",fr,,Negative,,Negative,,,,
France,Miramas,8/6/2021,5,Bon accueil,es,,Positive,,,,,,
France,Miramas,4/6/2021,5,Personnel souriant et très sympa,fr,,Positive,,,,,,
France,Miramas,4/6/2021,5,Accueil et conseils de qualité,fr,,Positive,,,,,,
France,Miramas,5/12/2020,2,"les employés sont sympathiques mais le responsable  est inexistant , je l ai attendu plus de 15minutes pour un changement de rouleaux sur la carte bleu il n est jamais venu et je suis parti avec un morceau de facture et sans reçu de carte bleu l employé été désolé .",fr,,Neutral,,,,,,
France,Miramas,20-08-2020,4,Très bonne boutique personnelles au top,fr,Positive,Positive,,,,,,
France,Miramas,17-08-2020,5,Vendeuse adorable et aux petits soins.,fr,,Positive,,,,,,
France,Miramas,5/8/2020,5,"Accueil par un jeune vendeur  chez HBoss, très aimable, impliqué, a su nous indiquer les différents style adapté avec le costume tailleur, vraiment très sympathique et fair play quand on a dit qu on allait comparer ailleurs et on a pas eu le temps de revenir car fermé, un clin à ce jeune vendeur prometteur!!!",fr,,Positive,,,,,,
France,Miramas,1/8/2020,5,Wie immer sehr freundlich und zuvorkommend. Galt auch für den Hugo Boss Women Store!,de,,Positive,,,,,,
France,Miramas,27-07-2020,3,Sans plus,fr,,,,,,,,Neutral
France,Miramas,23-07-2020,1,Les vendeuses et vendeurs ne vous disent pas boujours ni  vous renseigne bref inexistant j ai horriblement  détester cette boutique dommage car j adore la marque,fr,Negative,Negative,,,Positive,,,
France,Miramas,18-07-2020,5,"J'ai acheter le costume pour mon mariage ici, vendeuse très disponible et vraiment sympathique,  de bon conseil. La boutique est vraiment grande avec pas mal de choix et bien rangé. Et avec les soldes j avais un peu peur de payer cher surtout pour la marque mais pas du tout.",fr,Positive,Positive,Positive,,Positive,,,
France,Miramas,15-07-2020,3,Pas assez de demarques pour des doldes,pt,,,Negative,,,,,
France,Miramas,8/7/2020,2,Vendeurs fantômes,fr,,Negative,,,,,,
France,Miramas,4/7/2020,3,Vieilleries chères,fr,,,Negative,,,Negative,,
France,Miramas,3/7/2020,4,Top,en,,,,,,,,Positive
France,Miramas,1/7/2020,1,"Aucune organisation, des vendeurs qui courent ds tous les sens..qui brassent du vent....
Passez votre chemin, mon conjoint est reste plante ds sa cabine d'essayage en attendant 1 pantalon qui n'est jamais arrive jusqu'a lui.....",fr,,Negative,,,,,,
France,Miramas,11/6/2020,4,Belle enseigne beau vêtements fidèles à la marque avec un prix réaliste pour la plupart des produit. En revanche le personnel n’est pas toujours très souriant et accueillant,fr,,Negative,Positive,,Positive,Positive,,
France,Miramas,30-05-2020,4,Bien,de,,,,,,,,Positive
France,Miramas,22-05-2020,5,Z aaz,nl,,,,,,,,
France,Miramas,3/3/2020,1,Il y a la part d'ombre de la marque qui reste pesante malgré tout.,fr,,,,,Negative,,,
France,Miramas,23-02-2020,2,Vraiment pas beaucoup de choix dommage,fr,,,Negative,,,,,
France,Miramas,21-02-2020,5,"Convivial, pas bruit de voiture, on deanbule paisiblement et tranquillement , prix très interessants",fr,Positive,,,,,Positive,,
France,Miramas,20-02-2020,3,Pas de vêtements bébé dommages,fr,,,Negative,,,,,
France,Miramas,14-02-2020,5,Un beau magasin et des prix !,fr,Positive,,,,,Positive,,
France,Miramas,8/2/2020,4,Très bonne marque de qualité magasin bien tenu au tout début manque de stock,fr,Positive,,Negative,,Positive,,,
France,Miramas,1/2/2020,4,Agréable,fr,,,,,,,,Positive
France,Miramas,26-01-2020,2,petit magasin,tl,Negative,,,,,,,
France,Miramas,25-01-2020,3,Sympas,id,,,,,,,,Positive
France,Miramas,23-01-2020,4,Personnel avenant et disponible,fr,,Positive,,,,,,
France,Miramas,15-01-2020,3,Personnel accueillant mais plus rien à la taille de mon fils.,fr,,Positive,Negative,,,,,
France,Miramas,11/1/2020,5,Vendeur accueillant et très serviable (un monsieur asiatique),fr,,Positive,,,,,,
France,Miramas,7/1/2020,5,"Vêtements de qualité pour un prix qui reste correct, personnel agréable et souriant. Très bien reçu et conseillé.",fr,,Positive,Positive,,,Positive,,
France,Miramas,27-12-2019,5,Bobobobobobo vendeuse salée vraiment satisfait,fr,,Positive,,,,,,
France,Miramas,19-12-2019,4,롱코트 득템했습니다. 적당한 가격에 젛은 품질!,ko,,,Positive,,,Positive,,
France,Miramas,15-12-2019,4,Tres accueillant,ca,,Positive,,,,,,
France,Miramas,29-11-2019,5,très bien,fr,,,,,,,,Positive
France,Miramas,25-11-2019,5,Très bon accueil et de bons conseils,fr,,Positive,,,,,,
France,Miramas,14-11-2019,4,Un lieu agréable et magnifique,fr,Positive,,,,,,,
France,Miramas,12/11/2019,4,"Voilà un Magasin intéressant , payé du BOSS avec 50/100 en moins c'est toujours un plaisir . Personnels compétant . Bientôt les Soldes dans ce Magasin . A éviter le Weekend à partir du vendredi . Bcp trop de monde",fr,Positive,Positive,,,,Positive,,
France,Miramas,5/11/2019,2,"Produits de qualités c'est sûr, mais pour un outlet, les prix sont encore excessivement trop chers. Il faut attendre les soldes (et encore, il ne faut pas être daltoniens avec leurs étiquettes car les codes couleurs sont assez piegeux, à se demander si ce n'est pas fait exprès pour piéger les clients) pour entrapercevoir un prix abordable pour les revenus de 60-70% de la population francaise. Certains y trouvent leur bonheur, il en faut pour tout le monde. Perso, j'ai un peu du mal avec cette marque qui realisait les uniformes nazis durant la 2nde guerre mondiale...",fr,,,Positive,,Negative,Negative,,
France,Miramas,22-10-2019,5,Magasin bien achelandé. Vendeurs motivés et à l'écoute. Collection Boss assez complète plutôt basée sur la collection de lannee précédente et couvrant bien les segments de leisure et formel. Prix compétitifs.,fr,Positive,Positive,Positive,,,Positive,,
France,Miramas,21-10-2019,5,Accueil au top 👍,ro,,Positive,,,,,,
France,Miramas,21-10-2019,5,Bonne boutique.,fr,Positive,,,,,,,
France,Miramas,12/10/2019,5,Bon accueil. Vendeur à votre écoute. Prix très intéressants,fr,,Positive,,,,Positive,,
France,Miramas,2/10/2019,5,Très commerçant 😊,fr,,,,,,,,Positive
France,Miramas,30-09-2019,5,A refaire..super,ro,,,,,,,,Positive
France,Miramas,13-09-2019,4,Outlet,et,,,,,,,,Neutral
France,Miramas,6/9/2019,5,"Bon accueil, petit café, bien conseillé pour une chemise à col cassé, repassage proposé = client satisfait donc  je reviendrai...",fr,,Positive,,,,,,
France,Miramas,4/9/2019,4,Zum schnuppern bestens geeignet. Der Fan wird auch fündig allerdings nicht gerade preiswert. Aber es soll ja auch etwas besonderes sein....,de,,,Positive,,,Negative,,Positive
France,Miramas,31-07-2019,4,"Boutiques femmes et hommes accueillant propre, personnel a votre écoute produit varié pour des fin de soldes et promotions plus aperçus de nouvelles collections .",fr,,Positive,Positive,,,,,
France,Miramas,19-07-2019,4,J'ai beaucoup apprécié ce magasin spacieux et lumineux. Les vendeurs sont professionnels et la qualité est omniprésente. Hugo Boss c'est pour les beaux gosses.,fr,Positive,Positive,Positive,,Positive,,,
France,Miramas,7/7/2019,3,Peux de réelles soldes,fr,,,,,,Negative,,
France,Miramas,1/7/2019,3,Pas assez de promotions trop cher,en,,,,,,Negative,,
France,Miramas,25-06-2019,4,"Très bon accueil mais plutôt dédié aux hommes, sans dire plus âgés, disons mûrs",fr,,Positive,Negative,,,,,
France,Miramas,10/6/2019,5,"Magasin très bien ordonné, les vendeurs sont de bons conseils",fr,Positive,Positive,,,,,,
France,Miramas,8/6/2019,1,Inintéressant,fr,,,,,,,,Negative
France,Miramas,21-05-2019,4,"Des conseillers sympa et bien professionnel
Prix intéressant j'ai trouvé ce que je cherché",fr,,Positive,,,,Positive,,
France,Miramas,15-05-2019,5,J aime bien,lv,,,,,,,,Positive
France,Miramas,2/5/2019,2,Pas des grandes taille dommage,fr,,,Negative,,,,,
France,Miramas,21-04-2019,3,Ras,id,,,,,,,,Neutral
France,Miramas,14-04-2019,5,De tres beaux articles. Des vendeurs disponibles et de très bons conseils.,fr,,Positive,Positive,,,,,
France,Miramas,14-04-2019,2,Bof. Impression que c'est les invendus des boss traditionnels,fr,,,Negative,,,,,
France,Miramas,10/3/2019,3,"Certe c'est de l'outfit, la marque est la même, la qualité aussi mais le service, euh le service et ben il est inexistant, en tout cas le jour ou je suis passé, du coup rien pu acheter malgré mon budget.
Je met 3 étoiles car ça reste Boss, mais ke devrais retenté l'expérience une autre fois, pour pourquoi pas modifier min avis.",fr,,Negative,Positive,,Positive,,,
France,Miramas,7/2/2019,5,Personnel tip top. A la hauteur de la marque ! Prix intéressants mais pas beaucoup de choix pour les petites tailles.,fr,,Positive,Negative,,Positive,Positive,,
France,Miramas,30-01-2019,4,"La classe à portée de toutes les bourses, beaucoup de morceaux désuets, mais il y a tout de même moyen de se faire plaisir...",fr,,,Neutral,,,Positive,,Positive
France,Miramas,30-01-2019,4,Vendeur très compétent,fr,,Positive,,,,,,
France,Miramas,20-01-2019,4,"Toujours de jolies choses.
Vendeurs très aimables et à votre écoute",fr,,Positive,Positive,,,,,
France,Miramas,10/1/2019,5,"Un cardigan, 260€ en boutique, 180€ au  village de marque et 120€ en solde. Le Top! Avec des très bons conseils de la part des vendeurs.",fr,,Positive,,,,Positive,,
France,Miramas,3/1/2019,5,La référence,fr,,,,,,,,Positive
France,Miramas,18-12-2018,3,"Sympa pour bien s habiller.!
Mais..il faut être argenté..!
C'est CHER  !!!",fr,,,Positive,,,Negative,,
France,Miramas,10/12/2018,3,"De beaux produits mais font t ils les grandes tailles lol, je ne pense pas.",fr,,,Neutral,,,,,
France,Miramas,28-11-2018,2,Bien mais,fi,,,,,,,,Positive
France,Miramas,15-11-2018,5,Super boutique,fr,Positive,,,,,,,
France,Miramas,3/11/2018,4,Belle boutique et bonne affaire,fr,Positive,,,,,Positive,,
France,Miramas,30-10-2018,5,"Магазин хороший,к сожалению ,не моё.Пошито не для моей фигуры.",ru,Positive,,,,,,,Negative
France,Miramas,25-10-2018,5,Rien a dire de plus que la classe,fr,,,,,,,,Positive
France,Miramas,24-10-2018,4,Que dire  de la qualité,fr,,,Positive,,,,,
France,Miramas,16-10-2018,3,Dommage pas de grande taille,fr,Negative,,,,,,,
France,Miramas,11/10/2018,4,"Personnel très professionnel dans l'aide pour le choix, les conseils, la patience aussi certains assortiment.
Puis marque de qualité",fr,,Positive,,,Positive,,,
France,Miramas,6/10/2018,5,My favourite place 😘😘😘😘😘,fr,,,,,,,,Positive
France,Miramas,26-09-2018,4,Beau magasin,id,Positive,,,,,,,
France,Miramas,17-09-2018,4,Magasin et personnel très sympa,fr,Positive,Positive,,,,,,
France,Miramas,1/9/2018,5,Attitude très professionnelle de la vendeuse qui a su rester à sa place et très sympathique,fr,,Positive,,,,,,
France,Miramas,19-08-2018,3,Tout n'est pas intéressant mais on peut tomber sur des bonnes affaires,fr,,,,,,Positive,,Neutral
France,Miramas,18-08-2018,1,Quel accueil....,it,,Negative,,,,,,
France,Miramas,10/8/2018,4,Reste  cher,de,,,,,Positive,,,
France,Miramas,7/8/2018,2,Le personnel est oppressant.... suspicieux... pas forcément commerçant... preferez raph lauren😉,fr,,Negative,,,Negative,,,
France,Miramas,1/8/2018,3,Magasin propre mais peu de choix lors de ma visite,fr,Positive,,Negative,,,,,
France,Miramas,31-07-2018,2,C'est chère,fr,,,,,,Negative,,
France,Miramas,29-07-2018,4,L'enseigne parle d'elle même. Seul chose l'absence de tee-shirt plus simple avec le petit logo.,fr,,,Negative,,Positive,,,
France,Miramas,27-07-2018,3,Pour les soldes pas de grand choix pour mieux faire,fr,,,Negative,,,Negative,,
France,Miramas,15-07-2018,4,Tarifs intéressants,fr,,,,,,Positive,,
France,Miramas,6/7/2018,5,Excellent,ca,,,,,,,,Positive
France,Miramas,1/7/2018,2,Trop cher et choix moyen,fr,,,Neutral,,,Negative,,
France,Miramas,27-06-2018,4,De vraies soldes.,af,,,,,,,,Positive
France,Miramas,18-06-2018,3,Bien,de,,,,,,,,Positive
France,Miramas,29-12-2017,5,J'ai énormément apprécié ma visite chez Hugo Boss. On s'est très bien occupé de moi et le personnel était vraiment à mon écoute.,fr,,Positive,,,Positive,,,
France,Miramas,23-11-2017,4,Jolie magasin aux villages des marques,fr,Positive,,,,,,,
France,Miramas,29-10-2017,3,Pas très chaleureux,fr,,Negative,,,,,,
France,Miramas,26-07-2017,5,3 пары джинсов брал за €156,ru,,,Positive,,,Positive,,
France,Coquelles,18-05-2024,5,"Merci beaucoup à Oscar qui nous a accueillit avec beaucoup de patience et de professionnalisme, vendeur souriant et courtois, en te souhaitant autant de réussite dans ta vie professionnelle que la passion que tu mets dans ce que tu fais.
Cordialement",fr,,Positive,,,,,,
France,Coquelles,3/5/2024,5,"Très beau magasin avec un large choix
Merci pour le professionnalisme et la patience d'Oscar.",fr,Positive,Positive,Positive,,,,,
France,Coquelles,2/5/2024,5,"Bonjour,
Je suis allée le lundi 29 Avril dans votre  magasin à Coquelle j'ai été conquise par la gentillesse du personnel  et je suis tombée sur une vendeuse qui s'appelle Julie ou Bibi qui m'a conseillée d'une façon exceptionnelle, je pense que c'est la première fois que  je trouve une vendeuse aussi professionnelle que cela pourtant j'ai 67 ans
Je retournerais sans aucune hésitation dans votre belle boutique
Grand coup de coeur
A RECOMMANDER",fr,Positive,Positive,,,,,,
France,Coquelles,30-04-2024,4,"Choix dans les articles, personnel agréable.",fr,,Positive,Positive,,,,,
France,Coquelles,2/4/2024,5,"Point de vente très accueillant.
L'équipe a été à l'écoute et nous a très bien accueillis.
Ils ont su nous conseiller et nous aider dans le choix de nos vêtements.
Ils sont restés très professionnels et très cordial.
Le magasin est très bien maintenu,ça donne envie d'acheter.
Nous avons été accueillis par Pierre qui a su nous conseiller à la perfection.
Merci à vous pour votre accueil et vos conseils.",fr,Positive,Positive,,,,Positive,,Positive
France,Coquelles,8/3/2024,3,"Okay, not sure it worth stopping by. Very limited in terms of sizes. Felt like it was mainly for non popular sizes.",en,,,Negative,,,,,
France,Coquelles,1/2/2024,4,Un personnel toujours agréable,fr,,Positive,,,,,,
France,Coquelles,13-12-2023,5,"Super accueil et très bons conseils ! Merci à Jonais pour son professionnalisme, je recommande !",fr,,Positive,,,,,,
France,Coquelles,3/11/2023,5,"Super accueil, avec un petit café offert en prime pendant les essayages!",fr,,Positive,,,,,,
France,Coquelles,1/11/2023,5,"Très bonne expérience
Merci Pierre pour votre professionnalisme et votre gentillesse
Je recommande vivement",fr,,Positive,,,,,,Positive
France,Coquelles,1/10/2023,5,Vendeuse très professionnel,fr,,Positive,,,,,,
France,Coquelles,18-09-2023,5,Impec ! Conseillère au top ! De grandes tailles bien coupées avec classe ! Merci .,fr,,,,,,,,
France,Coquelles,15-09-2023,5,Bon magasin mais manque de basket,fr,Positive,,,,,,,
France,Coquelles,7/9/2023,5,"Дійсно класний магазин і чудовий персонал
Так,ціни дійсно немалі,але якість ,дизайн це покриває
Рекомендую!!",uk,Positive,Positive,Positive,,,Negative,,
France,Coquelles,15-08-2023,4,"Nous nous sommes fait plaisir pendant nos vacances,magasin impeccable et vendeurs disponibles",fr,Positive,Positive,,,,,,
France,Coquelles,13-08-2023,5,Bien mais cher,fr,,,,,,Negative,,Positive
France,Coquelles,12/8/2023,5,"Ça vaut le détour d'y aller pendant les soldes 😊, bon le rayon hommes est plus important que celui pour femmes mais on peut y trouver son bonheur 😁",fr,Positive,,,,,Positive,,Positive
France,Coquelles,8/8/2023,5,Très bon accueil,ca,,Positive,,,,,,
France,Coquelles,3/8/2023,5,"Super beau magasin le personnel souriant et très aimable, nous avons fait de très bon achat je le recommande si vous aimez bcp cette marque plus large choix pour homme et un peu moins pour dame",fr,Positive,Positive,,,Positive,,,
France,Coquelles,25-07-2023,4,Bien,de,,,,,,,,Positive
France,Coquelles,20-07-2023,4,"Première fois hier, je n'ai pas été déçue : accueil, choix, vendeurs agréables. Les prix sont certes un peu élevés mais en outlet ils restent ""raisonnables"".
La collection homme est sympa, les couleurs attractives changent de ce qu'on a l'habitude de voir",fr,,,,,,,,
France,Coquelles,18-07-2023,4,"Toujours de Belles Choses  et  Affaires à Faire chez Descamps...
Avec un  Personnel  très agréable  et  compétent
Merci",fr,,Positive,Positive,,,,,
France,Coquelles,16-07-2023,5,"1er passage dans la boutique, trop belle",fr,Positive,,,,,,,
France,Coquelles,9/7/2023,5,Un accueil chaleureux et de bons conseils 👍👍👍,fr,,Positive,,,,,,
France,Coquelles,3/7/2023,5,Interesting old models,da,,,Positive,,,,,
France,Coquelles,23-06-2023,5,Magasin boss tu tonnerre bon accueil.,en,,Positive,,,,,,
France,Coquelles,18-06-2023,5,"Super magasin !!!! Personnel au top, surtout la dame qui nous as
Reçu hier, vraiment gentille et au petit soin pour les clients. Elle n'a pas tourner les pieds quand mes enfants lui on poser des questions  sur la marque ou les vêtements, et mon mari et repartis très content de ses achats !!un grand merci à la petite dame blonde au carré j'espère avoir a faire a vous la prochaine fois

🤗 je vous recommande à 100%ce magasin",fr,Positive,Positive,,,,,,
France,Coquelles,11/6/2023,5,"Beau magasin, vendeur compétant, choix, qualité, je recommande",fr,Positive,Positive,Positive,,,,,
France,Coquelles,28-05-2023,5,"Magasin au top super accueil, mention spéciale pour Marine qui est souriante, bienveillante et très professionnelle. Je recommande",fr,Positive,Positive,,,,,,
France,Coquelles,24-05-2023,5,"Prix attractifs
Beaucoup de choix
Très bons conseillers",fr,,Positive,Positive,,,Positive,,
France,Coquelles,23-05-2023,5,Très joli magasin avec des articles de haute qualité à prix outlet.,fr,Positive,,,,,Negative,,
France,Coquelles,20-05-2023,5,Très beaux articles. Vendeurs avenants et de bon conseil,fr,,Positive,Positive,,,,,
France,Coquelles,12/5/2023,5,Vendeurs et vendeuse sympa et compétants. Beaucoup de bonne humeur,fr,,Positive,,,,,,
France,Coquelles,7/5/2023,5,Personnel accueillant et bon conseilleur. Hôtesses de caisse charmante,fr,,Positive,,,,,,
France,Coquelles,12/4/2023,5,"Boutique agréable
Accueil et professionnalisme
Sandrine souriante et pleine d humour vous guidera à merveille pour vos choix",fr,Positive,Positive,,,,,,
France,Coquelles,11/4/2023,5,Très jolie magasins et personnels agréables je conseille,fr,Positive,Positive,,,,,,
France,Coquelles,19-03-2023,4,"Magasin avec de très beaux articles, de bonne qualité",fr,,,Positive,,,,,
France,Coquelles,17-03-2023,5,"Personnel accueillant, à l'écoute et qui dispense de bon conseils. Magasin propre et vêtements de qualité.",fr,Positive,Positive,Positive,,,,,
France,Coquelles,16-03-2023,5,Magasin intéressant,fr,Positive,,,,,,,
France,Coquelles,13-03-2023,4,Très bien,fr,,,,,,,,Positive
France,Coquelles,12/3/2023,5,Einfach nur wunderschön Mode für den Herrn. Hier finde ich immer eine Kleinigkeit. Fünf Sterne 🌟 🌟 🌟 🌟 🌟 von fünf.,de,,,Positive,,,,,Positive
France,Coquelles,9/3/2023,5,Mon mari y a trouvé un costume ( grande taille)a bon prixpour cette marque. Le vendeur au top! Je recommande vivement !,fr,,Positive,Positive,,,Positive,,
France,Coquelles,1/3/2023,5,"Mon mari , ma fille et moi même avons été bien accueillis ce matin , nous avons été reçus et conseillés par une des vendeuses ce matin. (Blonde désolée de ne pas avoir penser à demander le prénom)
Cette dernière a pris le temps de vérifier avec moi si un modèle était en stock et m’a renseigné sur les différentes offres du moment. Fréquentant plusieurs boutiques HUGO BOSS , j’estime que c’est auprès de celle ci que nous sommes le mieux reçu .",fr,Positive,Positive,Positive,,,,,
France,Coquelles,22-02-2023,5,"Vendeuse très agréable, très bien conseillée comme toujours !! Mon mari est toujours bien habillé grâce à elle !! Merci beaucoup 😊🙏",fr,,Positive,,,,,,
France,Coquelles,17-02-2023,1,"On arrive à deux le 15 février vers 10h50, une vendeuse blonde ayant environ la quarantaine nous a abordée avec une tablette en disant des choses qui ne se disent pas ! Limite à faire des avances à mon copain devant moi.
La vendeuse a demandé des informations sur nous pour recevoir un cadeau.
Mon copain a donc répondu aux questions. Après avoir donné sa date de naissance, elle a dit « ah, tu aurais du m’appeler on aurait fêté ça à deux »…
Durant tout le questionnaire, les phrases étaient déplacées.
Un comportement irrespectueux envers moi et pas du tout professionnel.",fr,,Negative,,,,,,
France,Coquelles,17-02-2023,5,Belle chose,fr,,,Positive,,,,,
France,Coquelles,11/2/2023,4,Mooi aanbod.,so,,,,,,Positive,,
France,Coquelles,29-01-2023,5,Verta apsilankyti.,lt,,,,,,,,Positive
France,Coquelles,28-01-2023,5,Très bien,fr,,,,,,,,Positive
France,Coquelles,28-01-2023,5,Une équipe sympathique.merci,fr,,Positive,,,,,,
France,Coquelles,25-01-2023,4,Nice variety,nl,,,Positive,,,,,
France,Coquelles,19-01-2023,5,Acheté ce mardi des vêtements enfants . Vendeuse très gentille et aux petits soins,fr,,Positive,Positive,,,,,
France,Coquelles,15-01-2023,5,Merci pour votre gentillesse. Très commercial et beaucoup de patience et d'écoute,fr,,Positive,,,,,,
France,Coquelles,14-01-2023,5,Même avec les soldes c'est comme même cher il faut vraiment avoir besoin d'un morceau pour se faire plaisir dans cette boutique,fr,,,,,,Negative,,
France,Coquelles,13-01-2023,1,"Comportement honteux de la part des employés.

On sent les regards et le comportement dénigrant si l’on ne « présente » pas assez bien pour Hugo Boss.

Sachez que l’habit ne fait pas le moine et que vous restez au service des clients. Votre jugement de valeur n’indique pas que vous valez mieux que vos clients, parfois bien au contraire.
Ma compagne est ressorti de ce magasin déprimée par le jugement qu’elle a ressenti.

Nos prochains achats de ce type ne se feront certainement pas dans ce magasin.",fr,,Negative,,,,,,
France,Coquelles,10/1/2023,2,Vraiment cher pour un outlet.,fr,,,,,,Negative,,
France,Coquelles,4/1/2023,3,Très déçu. Réduction pas énorme,fr,,,,,,Negative,,
France,Coquelles,2/1/2023,4,Cher,en,,,,,,,,Positive
France,Coquelles,2/1/2023,2,"Très déçu, une cabine d' ouverte, une attente interminable. Les autres cabine d' étaient fermées ??? Je devais faire pas mal d achats, je suis allé ailleurs. Cela fait des années que je suis chez boss.
Vraiment déçu et plus aussi intéressant , le service à bien régresser.
Je déconseille.",fr,,Negative,,,,,,Negative
France,Coquelles,30-12-2022,4,Beau magasin mais peu de produits objectivement intéressants (hormis un grand choix dans les polos).,fr,Positive,,Neutral,,,,,
France,Coquelles,28-12-2022,4,"Très bonne qualité et bcp de choix avec des prix un peu inférieurs aux magasins...
Des articles que l'on ne trouve pas ailleurs.",fr,,,Neutral,,,,,
France,Coquelles,10/12/2022,5,Parfait,cy,,,,,,,,Positive
France,Coquelles,4/12/2022,5,Super 👌,id,,,,,,,,Positive
France,Coquelles,1/12/2022,5,"Tjs aussi professionnel!
Félicitations au grand jeune homme brun pour ses conseils",fr,,Positive,,,,,,
France,Coquelles,10/11/2022,5,"Magasin super, par moment nous pouvons faire de bonnes affaires. Le personnel est très très agréable",fr,Positive,Positive,,,,Positive,,
France,Coquelles,7/11/2022,5,"Amabilité du personnel
Je recommande",fr,,Positive,,,,,,
France,Coquelles,6/11/2022,3,"Een goede selectie goed geprijsde kleding en attent personeel. Ik zou er niet voor omrijden, maar als je er toch bent dan kun je zeker een kijkje nemen.",nl,,,Neutral,,,Positive,,
France,Coquelles,3/11/2022,5,"Choix , qualité et amabilité du personnel",fr,,Positive,Positive,,,,,
France,Coquelles,14-10-2022,4,Bien accueilli,es,,Positive,,,,,,
France,Coquelles,4/10/2022,2,Sehr kleines Sortiment zu unattraktiven Preisen. Ein Besuch lohnt sich nicht wirklich.,de,,,,,,Negative,,
France,Coquelles,1/10/2022,5,Super accueil et de super conseil,fr,,Positive,,,,,,
France,Coquelles,5/9/2022,5,Superbe galerie bien entretenue,af,,,Positive,,,,,
France,Coquelles,24-08-2022,2,Quite disappointing...not as discounted as we thought ...,en,,,,,,Negative,,
France,Coquelles,24-08-2022,5,Très bien,fr,,,,,,,,Positive
France,Coquelles,6/8/2022,5,Beau magasin .  Belles marchandise .prix accessible.,fr,Positive,,Positive,,,Positive,,
France,Coquelles,16-07-2022,2,Les vendeurs ne sont vraiment pas très sympathiques.,fr,,Negative,,,,,,
France,Coquelles,15-07-2022,5,Toujours très bien; choix qualité.,fr,,,Positive,,,,,Positive
France,Coquelles,12/7/2022,5,Très bel accueil dans le magasin. De très bons conseils pour l’achat de mon premier costume. Je vous conseille chaudement Kevin qui m’a aidé dans mon choix. Vendeur très agréable qui délivre de très bons conseils. Hâte de retourner dans cette boutique lors de mon retour en France.,fr,Positive,Positive,,,,,,
France,Coquelles,7/7/2022,5,"Merci à Chloé pour son accueil et son aide dans le choix des tailles de mes chemises. Souriante et très professionnelle, j y retournerai avec grand plaisir.",fr,,Positive,,,,,,
France,Coquelles,1/7/2022,5,Très bien ordonné,fr,,,,,,,,Positive
France,Coquelles,27-06-2022,5,Très belle boutique et le personnel à notre écoute ont n'a beaucoup apprécié,fr,Positive,Positive,,,,,,
France,Coquelles,17-06-2022,5,"Le personnel est au petit soin pour le client !
Ça donne juste envie de revenir pour l accueil exceptionnel et les bons conseils sans pousser à la vente",fr,,Positive,,,,,,
France,Coquelles,31-05-2022,3,"En vendant un rein ou un autre organe demandé, on peut se faire plaisir avec un pull ou un polo... Pour les costumes, il faut tomber dans un réseau...",fr,,,,,,Negative,,
France,Coquelles,28-05-2022,4,Magnifique magasin très bien conseilles,fr,,Positive,,,,,,
France,Coquelles,28-05-2022,2,Personne venu me conseiller ce vendredi 🙄🙄,fr,,Negative,,,,,,
France,Coquelles,24-05-2022,4,"J'y vais exclusivement en période de soldes
Je trouve toujours quelque chose pour me faire plaisir

Très bon accueil",fr,,,Positive,,,,,Positive
France,Coquelles,24-05-2022,3,Classique. Pas de surprise.,fr,,,,,,,,Positive
France,Coquelles,17-05-2022,2,Vraiment pas de bonne affaires quasiment identiques au prix des boutiques non outlet à eviter,fr,,,,,,Negative,,Negative
